claim_id,vehicle_id,claim_date,claim_amount,claim_status,component
W37807,V15974,2022-07-01,8898,Rejected,Transmission
W37808,V11201,2023-11-27,3534,Approved,Suspension
W37809,V11853,2022-10-06,14443,Approved,AC
W37810,V12133,2022-11-02,10942,Approved,Engine
W37811,V16927,2023-03-21,4117,Approved,AC
W37812,V12636,2022-12-17,3631,Approved,Engine
W37813,V10237,2022-02-07,4055,Rejected,Brake Pad
W37814,V17867,2024-05-15,13684,Rejected,Brake Pad
W37815,V15341,2022-07-29,3777,Approved,Suspension
W37816,V18064,2023-05-22,1284,Approved,AC
W37817,V16892,2022-11-29,6092,Approved,Transmission
W37818,V18039,2022-10-17,1089,Rejected,Suspension
W37819,V17476,2022-12-17,1105,Approved,Engine
W37820,V16378,2024-08-01,14925,Approved,Transmission
W37821,V13761,2024-08-11,7046,Approved,Suspension
W37822,V15739,2024-07-11,12068,Rejected,Suspension
W37823,V18080,2024-09-20,10603,Rejected,Brake Pad
W37824,V15778,2023-11-09,5429,Rejected,AC
W37825,V14320,2023-09-16,11840,Approved,Suspension
W37826,V10439,2022-04-30,10516,Approved,Transmission
W37827,V19486,2022-12-16,4454,Rejected,Engine
W37828,V19213,2022-11-12,4995,Approved,Battery
W37829,V15881,2024-02-02,2327,Rejected,Transmission
W37830,V10463,2022-08-25,9153,Rejected,Brake Pad
W37831,V15343,2023-08-13,4332,Approved,Engine
W37832,V17985,2024-01-08,1063,Rejected,Suspension
W37833,V18711,2023-11-07,3637,Approved,Transmission
W37834,V11384,2022-09-23,10608,Rejected,Suspension
W37835,V18310,2023-11-01,2340,Approved,AC
W37836,V17754,2024-06-25,1123,Rejected,Engine
W37837,V17243,2022-10-01,2846,Approved,AC
W37838,V19995,2022-03-19,12594,Approved,Battery
W37839,V16693,2022-12-11,9195,Rejected,Battery
W37840,V10149,2022-06-17,2520,Approved,AC
W37841,V19739,2022-05-25,2505,Approved,Suspension
W37842,V17971,2024-08-07,10470,Rejected,Engine
W37843,V12692,2024-01-21,12757,Approved,Engine
W37844,V13995,2023-08-28,7831,Rejected,Battery
W37845,V14349,2024-07-04,7580,Approved,Battery
W37846,V14847,2022-12-24,2488,Rejected,Brake Pad
W37847,V13985,2022-04-13,11733,Approved,AC
W37848,V15926,2023-04-23,8803,Rejected,AC
W37849,V17587,2022-03-26,5559,Approved,Brake Pad
W37850,V18964,2022-03-29,2588,Approved,Suspension
W37851,V16497,2022-06-15,12311,Rejected,Suspension
W37852,V18243,2022-07-06,3933,Approved,Transmission
W37853,V15801,2022-12-19,7051,Rejected,Transmission
W37854,V17681,2024-09-07,14556,Rejected,Suspension
W37855,V12821,2024-08-06,5738,Approved,Suspension
W37856,V10073,2022-05-28,13200,Approved,Transmission
W37857,V13635,2022-04-26,13656,Approved,Battery
W37858,V18454,2022-10-17,14122,Rejected,Engine
W37859,V10937,2023-10-22,9208,Approved,AC
W37860,V11825,2023-09-22,9018,Approved,Suspension
W37861,V17335,2022-01-24,13149,Approved,Brake Pad
W37862,V12596,2023-03-22,3070,Approved,Brake Pad
W37863,V13304,2023-02-15,4571,Rejected,Battery
W37864,V12018,2022-08-28,14927,Approved,Transmission
W37865,V17843,2023-05-18,12405,Approved,Battery
W37866,V12784,2022-06-13,13016,Approved,Engine
W37867,V17722,2023-08-13,13547,Approved,Suspension
W37868,V17569,2022-12-14,12930,Rejected,Suspension
W37869,V15609,2023-03-20,7887,Approved,Battery
W37870,V19012,2022-03-21,2406,Rejected,Brake Pad
W37871,V16953,2022-10-07,11198,Rejected,Suspension
W37872,V13262,2024-04-07,1670,Approved,Brake Pad
W37873,V15767,2023-11-18,2620,Approved,Suspension
W37874,V11692,2022-05-20,1900,Approved,Suspension
W37875,V12693,2023-01-06,7985,Approved,Brake Pad
W37876,V18612,2022-08-18,7545,Approved,AC
W37877,V14208,2024-01-22,11747,Rejected,Suspension
W37878,V14633,2023-10-09,13045,Approved,Transmission
W37879,V19675,2024-04-02,10711,Approved,Brake Pad
W37880,V10520,2023-01-21,8544,Approved,Engine
W37881,V12016,2022-09-23,2036,Rejected,Battery
W37882,V16793,2023-01-04,1418,Rejected,Battery
W37883,V15740,2022-12-08,3975,Approved,Suspension
W37884,V19974,2024-01-03,4951,Approved,Battery
W37885,V18319,2023-10-27,9696,Rejected,Engine
W37886,V12423,2022-10-30,12443,Approved,Transmission
W37887,V15921,2024-01-26,4300,Rejected,Brake Pad
W37888,V13740,2022-10-31,5051,Rejected,Transmission
W37889,V11416,2022-08-23,5300,Rejected,Transmission
W37890,V11786,2023-05-29,1345,Approved,Battery
W37891,V17719,2023-03-24,6395,Rejected,Suspension
W37892,V14110,2022-03-02,1693,Approved,Transmission
W37893,V12519,2022-04-23,3069,Approved,AC
W37894,V15665,2022-02-21,10787,Approved,Brake Pad
W37895,V14253,2024-02-24,5929,Approved,Engine
W37896,V19186,2023-02-23,4722,Approved,Brake Pad
W37897,V19170,2023-03-06,3188,Approved,Engine
W37898,V13794,2023-09-17,13019,Rejected,Engine
W37899,V18232,2022-07-12,2568,Approved,AC
W37900,V19829,2023-07-27,13263,Rejected,Brake Pad
W37901,V18583,2022-10-16,12976,Rejected,Brake Pad
W37902,V19329,2024-03-21,12659,Approved,Brake Pad
W37903,V12146,2022-12-29,5757,Approved,Suspension
W37904,V17590,2023-04-01,11183,Approved,Transmission
W37905,V11488,2023-01-11,14242,Approved,Transmission
W37906,V12159,2023-07-23,14527,Approved,Battery
W37907,V14347,2022-04-07,12732,Rejected,Engine
W37908,V15690,2022-07-16,8281,Rejected,Engine
W37909,V12587,2023-09-18,10333,Approved,Transmission
W37910,V14631,2024-09-03,1206,Rejected,Engine
W37911,V19041,2023-06-09,14159,Rejected,Brake Pad
W37912,V15990,2022-09-04,2412,Approved,Battery
W37913,V17198,2022-04-22,9742,Rejected,Suspension
W37914,V16999,2024-06-07,3083,Approved,AC
W37915,V10922,2023-07-14,14111,Approved,Transmission
W37916,V13067,2023-05-14,2479,Rejected,Brake Pad
W37917,V12516,2024-04-13,4958,Approved,AC
W37918,V10606,2024-09-04,13419,Rejected,AC
W37919,V15435,2023-05-13,12730,Rejected,Engine
W37920,V17297,2022-08-26,7397,Approved,Engine
W37921,V16250,2024-06-27,7730,Approved,Battery
W37922,V17037,2024-02-02,13740,Approved,Battery
W37923,V15839,2022-06-19,2254,Approved,Suspension
W37924,V17849,2022-11-28,12693,Approved,Engine
W37925,V15359,2024-04-10,11790,Approved,Battery
W37926,V11537,2022-10-10,10772,Approved,AC
W37927,V10219,2024-08-16,5099,Rejected,Engine
W37928,V19491,2023-02-28,8412,Rejected,AC
W37929,V16442,2024-07-10,5271,Approved,Brake Pad
W37930,V17344,2022-01-24,7633,Approved,Transmission
W37931,V12892,2024-08-11,11290,Rejected,Suspension
W37932,V18106,2023-06-26,2625,Approved,Engine
W37933,V12840,2022-07-02,8343,Approved,Battery
W37934,V19244,2023-07-28,4057,Rejected,Brake Pad
W37935,V12010,2024-09-25,1163,Approved,Transmission
W37936,V14336,2024-01-01,3247,Rejected,Transmission
W37937,V16293,2023-09-12,3253,Approved,AC
W37938,V17334,2023-02-06,14019,Approved,Brake Pad
W37939,V16558,2024-06-28,8956,Rejected,Transmission
W37940,V12385,2024-08-24,10293,Approved,Transmission
W37941,V18525,2024-06-12,1445,Approved,AC
W37942,V19031,2022-08-19,9234,Approved,Brake Pad
W37943,V12218,2022-06-11,3440,Approved,Engine
W37944,V16366,2023-05-30,3997,Approved,AC
W37945,V14152,2024-02-12,1583,Approved,Brake Pad
W37946,V18847,2023-03-17,4705,Approved,Transmission
W37947,V10475,2024-03-07,12280,Rejected,Transmission
W37948,V18625,2023-12-28,2641,Rejected,Engine
W37949,V13616,2024-03-08,9859,Approved,AC
W37950,V17369,2022-06-17,7556,Approved,Engine
W37951,V15700,2022-10-04,3192,Rejected,Suspension
W37952,V16151,2022-11-30,3878,Rejected,Transmission
W37953,V14135,2022-05-30,7293,Rejected,Battery
W37954,V14332,2022-12-12,1773,Approved,Brake Pad
W37955,V13955,2023-06-28,4001,Rejected,Engine
W37956,V17169,2024-09-18,10450,Rejected,Transmission
W37957,V19958,2023-02-27,10004,Approved,Transmission
W37958,V11981,2023-02-18,6217,Approved,Battery
W37959,V18410,2023-09-19,13304,Rejected,Brake Pad
W37960,V15669,2024-01-24,10743,Rejected,Suspension
W37961,V12417,2024-08-26,2480,Rejected,AC
W37962,V14157,2023-04-22,6201,Approved,Battery
W37963,V13900,2023-09-06,7542,Approved,Battery
W37964,V12032,2022-06-10,6590,Approved,Battery
W37965,V15714,2022-03-04,9991,Approved,Engine
W37966,V15656,2023-05-11,5494,Approved,AC
W37967,V16877,2022-01-05,14706,Approved,Suspension
W37968,V12108,2022-10-31,1201,Rejected,Brake Pad
W37969,V14280,2022-09-24,10317,Approved,AC
W37970,V18791,2023-04-22,5175,Approved,Engine
W37971,V17117,2024-07-02,10710,Rejected,AC
W37972,V12144,2023-06-23,12422,Approved,Engine
W37973,V14511,2022-12-22,13688,Rejected,Battery
W37974,V13046,2023-03-13,12928,Approved,AC
W37975,V12905,2024-03-31,10044,Approved,Suspension
W37976,V13682,2023-07-24,10707,Rejected,Battery
W37977,V11812,2023-05-11,2391,Approved,Transmission
W37978,V11991,2023-07-19,6943,Rejected,Suspension
W37979,V11599,2023-12-15,10280,Approved,Engine
W37980,V14932,2024-08-16,11792,Approved,Brake Pad
W37981,V12839,2022-10-18,14986,Rejected,Suspension
W37982,V10000,2024-05-16,13757,Approved,Brake Pad
W37983,V18242,2022-03-05,13961,Approved,Engine
W37984,V11489,2023-02-15,2898,Rejected,Brake Pad
W37985,V11390,2023-07-30,6550,Rejected,Suspension
W37986,V16756,2023-02-20,14179,Approved,Brake Pad
W37987,V17736,2022-07-07,11675,Approved,Battery
W37988,V12835,2024-03-01,7501,Approved,AC
W37989,V16189,2023-03-29,8271,Approved,Engine
W37990,V18812,2023-11-09,7716,Rejected,Suspension
W37991,V16435,2023-10-06,7517,Approved,Brake Pad
W37992,V14500,2024-04-27,2267,Approved,Suspension
W37993,V17583,2022-10-15,12807,Approved,Suspension
W37994,V15265,2022-09-18,8511,Approved,Battery
W37995,V11182,2023-11-05,13569,Approved,Transmission
W37996,V13449,2022-08-10,8528,Approved,Brake Pad
W37997,V11128,2022-08-31,7196,Approved,Engine
W37998,V15085,2022-07-28,10623,Approved,Brake Pad
W37999,V17582,2023-10-10,9810,Approved,Battery
W38000,V13101,2023-07-31,7443,Approved,Brake Pad
W38001,V18245,2022-10-29,6416,Approved,Battery
W38002,V17356,2022-07-14,8444,Rejected,Suspension
W38003,V18931,2022-08-29,3716,Approved,Engine
W38004,V12948,2022-09-25,1390,Approved,AC
W38005,V19372,2023-08-05,2314,Approved,Suspension
W38006,V10003,2022-05-03,13679,Approved,Battery
W38007,V12591,2022-12-28,6884,Rejected,Suspension
W38008,V18560,2022-01-10,9476,Approved,Brake Pad
W38009,V13967,2024-07-31,12727,Approved,Battery
W38010,V13990,2023-08-15,8746,Approved,Brake Pad
W38011,V11659,2023-02-15,7756,Approved,Brake Pad
W38012,V11610,2024-06-28,12637,Approved,Engine
W38013,V18604,2024-08-22,11084,Approved,AC
W38014,V17512,2023-08-12,1154,Approved,Brake Pad
W38015,V16776,2024-03-28,6311,Approved,Engine
W38016,V12414,2024-09-09,1449,Approved,Brake Pad
W38017,V19375,2024-01-05,14126,Approved,Suspension
W38018,V16193,2023-01-18,11437,Approved,Suspension
W38019,V15107,2023-04-06,13367,Approved,Brake Pad
W38020,V17757,2024-09-17,13867,Rejected,Suspension
W38021,V14329,2024-06-01,14407,Approved,Suspension
W38022,V13010,2022-09-17,12033,Approved,Suspension
W38023,V16966,2023-07-30,3163,Rejected,Brake Pad
W38024,V13898,2022-08-14,4116,Approved,AC
W38025,V17920,2023-10-29,5309,Approved,AC
W38026,V17894,2024-07-26,4895,Rejected,Battery
W38027,V17458,2022-06-29,12257,Rejected,Battery
W38028,V12653,2024-04-23,13809,Approved,AC
W38029,V11998,2023-01-21,14758,Approved,Transmission
W38030,V12797,2022-09-06,14964,Rejected,Battery
W38031,V15440,2024-06-04,14323,Rejected,Transmission
W38032,V17284,2024-03-29,4321,Approved,Suspension
W38033,V10187,2022-03-19,4489,Approved,Engine
W38034,V19430,2024-08-29,1894,Approved,AC
W38035,V14925,2024-06-09,6010,Approved,AC
W38036,V18192,2024-01-02,12435,Approved,Engine
W38037,V17491,2022-09-30,2686,Approved,Battery
W38038,V13937,2022-10-02,12168,Approved,Engine
W38039,V16962,2023-06-30,6473,Approved,Suspension
W38040,V16782,2022-07-03,7743,Rejected,Suspension
W38041,V10789,2022-08-27,14798,Rejected,AC
W38042,V12956,2023-06-04,8096,Approved,Battery
W38043,V15677,2022-12-17,5960,Approved,Brake Pad
W38044,V10827,2023-04-04,5342,Rejected,Battery
W38045,V13754,2022-01-13,10501,Approved,Engine
W38046,V19663,2022-07-16,4398,Rejected,Suspension
W38047,V17604,2023-10-27,9854,Rejected,Engine
W38048,V12538,2022-11-15,8227,Approved,Engine
W38049,V19198,2022-12-17,13048,Approved,Engine
W38050,V18325,2024-07-09,1760,Rejected,Battery
W38051,V10610,2022-08-31,3692,Approved,Engine
W38052,V11933,2024-05-27,11678,Approved,Brake Pad
W38053,V14280,2022-11-26,3913,Approved,Transmission
W38054,V10904,2022-01-05,4684,Approved,Transmission
W38055,V13665,2023-11-08,1100,Approved,Suspension
W38056,V14085,2022-11-18,8017,Approved,Engine
W38057,V15048,2023-01-04,9307,Approved,AC
W38058,V18944,2023-08-06,10542,Approved,Brake Pad
W38059,V12275,2023-04-27,8664,Rejected,Transmission
W38060,V12330,2023-03-01,4619,Approved,AC
W38061,V14553,2024-01-16,10624,Approved,Suspension
W38062,V14086,2022-05-11,1138,Rejected,Engine
W38063,V14236,2023-09-29,3145,Approved,Engine
W38064,V17799,2023-05-23,4546,Approved,Battery
W38065,V14657,2024-03-08,13232,Approved,Suspension
W38066,V13722,2023-06-07,9268,Approved,AC
W38067,V19462,2022-07-02,10521,Approved,Engine
W38068,V14053,2022-03-14,2289,Approved,Suspension
W38069,V12985,2022-05-25,5337,Rejected,Brake Pad
W38070,V16573,2023-12-30,3024,Approved,Battery
W38071,V19994,2023-04-16,7151,Approved,Brake Pad
W38072,V14736,2024-04-19,7459,Approved,Suspension
W38073,V14039,2024-07-12,8755,Approved,Engine
W38074,V16460,2022-09-30,6798,Approved,Transmission
W38075,V16454,2022-09-17,1341,Approved,Battery
W38076,V18065,2022-05-09,3889,Approved,Transmission
W38077,V18999,2024-08-20,7096,Approved,Engine
W38078,V15886,2023-02-03,9504,Approved,Brake Pad
W38079,V10015,2023-03-28,6232,Approved,AC
W38080,V14699,2023-08-04,2344,Approved,Suspension
W38081,V17314,2022-02-12,9084,Rejected,Engine
W38082,V19968,2023-03-26,2770,Rejected,Suspension
W38083,V12173,2022-08-02,2593,Rejected,Transmission
W38084,V16995,2022-03-17,14587,Rejected,AC
W38085,V16332,2022-04-23,12774,Rejected,Brake Pad
W38086,V15916,2022-07-11,12759,Approved,AC
W38087,V19070,2024-04-19,7553,Rejected,Engine
W38088,V19660,2022-06-29,7806,Approved,Brake Pad
W38089,V18619,2022-08-02,13888,Approved,Engine
W38090,V18865,2022-04-09,10455,Approved,Battery
W38091,V12000,2022-02-14,10982,Approved,Battery
W38092,V13959,2022-03-16,6947,Rejected,AC
W38093,V19902,2023-03-22,14209,Rejected,AC
W38094,V13099,2022-01-18,11350,Approved,Brake Pad
W38095,V15420,2024-04-08,2354,Approved,Transmission
W38096,V14564,2024-05-10,13971,Approved,AC
W38097,V14672,2023-07-09,1432,Approved,AC
W38098,V19740,2023-01-19,4413,Approved,Suspension
W38099,V17245,2022-03-16,4723,Approved,Transmission
W38100,V11179,2023-11-30,9935,Approved,Transmission
W38101,V10658,2023-12-20,10812,Rejected,Suspension
W38102,V12574,2022-04-08,2907,Approved,Engine
W38103,V11985,2023-05-01,5629,Approved,Engine
W38104,V18679,2023-01-31,3952,Approved,AC
W38105,V11593,2022-02-01,13850,Approved,AC
W38106,V18973,2023-12-31,11103,Rejected,Suspension
W38107,V16897,2024-06-11,3082,Rejected,Engine
W38108,V14264,2022-10-21,8523,Approved,Suspension
W38109,V15467,2023-01-08,9655,Approved,Battery
W38110,V11776,2023-07-20,14643,Approved,AC
W38111,V19632,2024-09-24,7492,Approved,Brake Pad
W38112,V13716,2023-09-10,8571,Rejected,AC
W38113,V13920,2022-06-25,9697,Approved,Suspension
W38114,V16749,2022-12-25,10648,Approved,Brake Pad
W38115,V19021,2022-02-24,13478,Approved,Brake Pad
W38116,V16103,2023-06-20,10956,Rejected,Transmission
W38117,V10927,2023-07-27,1113,Rejected,Brake Pad
W38118,V15216,2022-01-24,5103,Approved,Engine
W38119,V11977,2023-05-10,11330,Approved,Transmission
W38120,V17399,2023-04-01,13704,Rejected,Suspension
W38121,V15600,2024-02-15,13705,Rejected,AC
W38122,V17486,2023-03-25,5935,Approved,Transmission
W38123,V12080,2024-01-22,12462,Approved,Brake Pad
W38124,V14462,2022-08-03,12379,Approved,Brake Pad
W38125,V12430,2024-07-23,5228,Approved,Brake Pad
W38126,V15370,2023-11-05,6999,Approved,Brake Pad
W38127,V15756,2022-05-02,11671,Rejected,Engine
W38128,V19484,2022-10-31,10509,Rejected,Engine
W38129,V16474,2024-07-01,8063,Approved,Transmission
W38130,V13073,2023-03-16,2433,Approved,Engine
W38131,V11112,2024-07-12,2182,Approved,Brake Pad
W38132,V13631,2022-05-28,2397,Rejected,Engine
W38133,V12871,2022-12-07,9644,Approved,Suspension
W38134,V17111,2023-09-26,8401,Approved,Suspension
W38135,V11887,2022-12-19,12434,Approved,Engine
W38136,V19147,2022-12-19,2658,Approved,Battery
W38137,V13463,2024-03-08,6420,Approved,AC
W38138,V10052,2024-03-08,8667,Approved,AC
W38139,V15992,2022-05-14,5903,Approved,Suspension
W38140,V18106,2022-04-13,8421,Approved,AC
W38141,V12741,2023-04-13,7896,Approved,Transmission
W38142,V16393,2023-08-05,4761,Rejected,Brake Pad
W38143,V14887,2023-01-22,11704,Approved,Engine
W38144,V19829,2024-05-26,5921,Approved,Suspension
W38145,V14343,2023-06-06,12562,Rejected,Suspension
W38146,V17838,2023-04-25,1612,Rejected,AC
W38147,V19482,2022-05-30,6389,Rejected,Engine
W38148,V17097,2024-04-14,3567,Approved,Suspension
W38149,V12177,2023-12-15,11773,Approved,Brake Pad
W38150,V13752,2024-07-18,5905,Rejected,Engine
W38151,V14416,2023-07-20,7295,Rejected,Suspension
W38152,V15764,2022-05-18,1036,Approved,Brake Pad
W38153,V14521,2024-07-15,4000,Approved,Brake Pad
W38154,V14294,2024-04-29,5074,Approved,AC
W38155,V11930,2023-06-10,5807,Approved,Engine
W38156,V18151,2023-06-23,14531,Approved,AC
W38157,V11882,2022-04-25,1495,Approved,Transmission
W38158,V19699,2022-09-19,9328,Approved,Transmission
W38159,V14189,2024-01-06,10662,Rejected,Transmission
W38160,V12623,2023-08-06,14308,Approved,Battery
W38161,V13117,2024-07-09,11143,Rejected,Brake Pad
W38162,V10516,2022-03-31,7879,Approved,Brake Pad
W38163,V13559,2023-04-29,13904,Approved,Engine
W38164,V13950,2022-02-25,12763,Approved,Battery
W38165,V12969,2022-01-14,6299,Approved,AC
W38166,V11749,2022-06-23,1644,Approved,Suspension
W38167,V13747,2022-11-22,2212,Approved,Engine
W38168,V10725,2023-09-22,1130,Approved,Engine
W38169,V17138,2023-09-15,14800,Approved,Brake Pad
W38170,V19756,2023-10-08,1988,Approved,Battery
W38171,V13131,2022-01-15,4949,Rejected,Suspension
W38172,V16614,2024-04-06,14785,Approved,Suspension
W38173,V15965,2024-06-18,7462,Approved,Transmission
W38174,V12979,2023-05-04,9776,Approved,AC
W38175,V11286,2022-06-02,10351,Approved,Suspension
W38176,V13951,2024-06-14,14384,Approved,Engine
W38177,V14753,2022-03-05,10860,Rejected,AC
W38178,V17695,2024-07-18,3507,Rejected,Transmission
W38179,V18716,2023-04-02,6248,Approved,Transmission
W38180,V10187,2022-03-20,12567,Rejected,Suspension
W38181,V14178,2023-06-26,11969,Rejected,Suspension
W38182,V18755,2022-04-11,14479,Approved,AC
W38183,V10641,2023-11-15,3252,Rejected,AC
W38184,V13394,2023-04-29,7956,Approved,AC
W38185,V12524,2022-02-25,14721,Approved,AC
W38186,V15065,2023-07-24,13268,Approved,Transmission
W38187,V13437,2023-04-04,1867,Approved,Brake Pad
W38188,V15662,2024-04-18,10945,Rejected,AC
W38189,V12202,2022-08-26,9700,Approved,Transmission
W38190,V18948,2024-05-19,11923,Approved,Battery
W38191,V17153,2023-11-28,7412,Approved,Brake Pad
W38192,V13018,2022-09-07,14935,Rejected,Brake Pad
W38193,V16634,2024-08-06,2494,Approved,Engine
W38194,V16006,2024-04-05,12233,Approved,Engine
W38195,V15912,2024-01-09,5557,Approved,Transmission
W38196,V17271,2024-06-25,7455,Rejected,Brake Pad
W38197,V12522,2022-11-20,4420,Approved,Engine
W38198,V18396,2022-07-14,4650,Approved,Brake Pad
W38199,V10415,2024-01-22,8011,Approved,AC
W38200,V12754,2023-04-18,8456,Approved,AC
W38201,V12100,2022-03-06,7335,Rejected,Engine
W38202,V15786,2023-05-13,13663,Rejected,Suspension
W38203,V17903,2022-10-21,4773,Approved,Suspension
W38204,V11793,2023-06-30,14658,Approved,Transmission
W38205,V12226,2023-10-09,9656,Rejected,Suspension
W38206,V17313,2022-08-31,7812,Rejected,Suspension
W38207,V10502,2022-02-20,13685,Approved,AC
W38208,V19120,2024-09-13,11396,Approved,Suspension
W38209,V16754,2022-04-09,6893,Rejected,Suspension
W38210,V17705,2023-04-12,12807,Approved,AC
W38211,V17211,2022-02-27,8188,Approved,Suspension
W38212,V16084,2022-03-12,13232,Rejected,Suspension
W38213,V12559,2022-10-26,9794,Approved,Battery
W38214,V11011,2022-12-26,2405,Rejected,Engine
W38215,V13185,2024-07-20,8646,Rejected,Suspension
W38216,V19735,2024-01-01,14648,Approved,Brake Pad
W38217,V16782,2024-08-15,10258,Approved,Suspension
W38218,V17610,2022-09-08,6383,Approved,Suspension
W38219,V18667,2022-05-30,1383,Approved,AC
W38220,V14817,2022-02-21,12785,Rejected,Engine
W38221,V17257,2022-02-10,14498,Approved,Engine
W38222,V19200,2024-06-04,1965,Approved,Engine
W38223,V10229,2022-07-14,1226,Rejected,Transmission
W38224,V12495,2024-02-09,4801,Rejected,Engine
W38225,V12497,2022-04-07,10061,Rejected,Brake Pad
W38226,V18865,2023-04-05,9401,Approved,Engine
W38227,V17976,2024-09-08,8800,Approved,Battery
W38228,V17577,2023-04-18,3662,Approved,Transmission
W38229,V18549,2022-11-02,6159,Approved,Battery
W38230,V11849,2023-07-28,9457,Approved,Transmission
W38231,V18598,2022-05-17,10758,Approved,Suspension
W38232,V16710,2023-02-10,11278,Approved,Engine
W38233,V13855,2023-07-05,8753,Approved,Brake Pad
W38234,V11862,2024-04-19,4121,Approved,Brake Pad
W38235,V12476,2022-03-24,8963,Approved,Suspension
W38236,V19699,2024-04-23,13176,Approved,Battery
W38237,V14605,2022-04-18,1749,Rejected,Suspension
W38238,V19004,2024-02-11,1429,Rejected,Suspension
W38239,V13351,2022-04-21,4095,Approved,Battery
W38240,V17969,2023-01-20,11766,Approved,AC
W38241,V10468,2024-01-11,1460,Approved,Brake Pad
W38242,V18100,2023-04-25,13668,Approved,Transmission
W38243,V16581,2022-08-19,3793,Approved,Battery
W38244,V12939,2022-04-21,12773,Approved,Engine
W38245,V18863,2022-03-27,8515,Rejected,Battery
W38246,V12682,2023-05-01,9492,Rejected,Suspension
W38247,V17090,2023-08-22,11786,Rejected,Transmission
W38248,V17366,2022-01-25,12855,Approved,Transmission
W38249,V15595,2022-01-24,14762,Approved,Engine
W38250,V18137,2024-09-22,1667,Approved,AC
W38251,V11290,2023-07-15,6099,Approved,Brake Pad
W38252,V13621,2024-08-06,13040,Rejected,Suspension
W38253,V13499,2022-09-08,7633,Rejected,Engine
W38254,V13786,2023-02-03,8181,Rejected,Transmission
W38255,V14383,2023-11-21,10290,Approved,Brake Pad
W38256,V18986,2023-04-19,8446,Approved,Transmission
W38257,V14458,2022-02-14,8286,Approved,Engine
W38258,V19035,2023-10-09,13877,Approved,Engine
W38259,V16932,2024-07-10,11332,Approved,AC
W38260,V12610,2022-10-19,11273,Approved,Brake Pad
W38261,V12134,2024-09-08,3438,Approved,Brake Pad
W38262,V19113,2022-04-10,1502,Rejected,Brake Pad
W38263,V12258,2023-12-04,8215,Approved,Engine
W38264,V18111,2024-08-28,9289,Approved,Suspension
W38265,V10257,2024-01-24,4381,Approved,Brake Pad
W38266,V11994,2024-07-16,9737,Approved,Transmission
W38267,V14841,2023-05-24,8380,Rejected,AC
W38268,V15300,2023-03-27,12639,Approved,Brake Pad
W38269,V17983,2022-11-10,12635,Rejected,AC
W38270,V18403,2024-08-17,4151,Approved,Suspension
W38271,V14741,2022-01-23,2168,Approved,Brake Pad
W38272,V12603,2023-10-15,8388,Approved,Transmission
W38273,V16754,2022-06-20,13354,Rejected,Suspension
W38274,V10286,2022-08-01,8934,Rejected,Battery
W38275,V14194,2024-06-11,5920,Rejected,Transmission
W38276,V10617,2024-02-12,12059,Approved,AC
W38277,V10693,2022-08-08,3066,Rejected,Transmission
W38278,V16859,2024-07-21,7195,Approved,Transmission
W38279,V17204,2024-05-29,9996,Rejected,Transmission
W38280,V11017,2022-11-28,11733,Rejected,Transmission
W38281,V13518,2024-09-23,4896,Approved,Transmission
W38282,V11311,2023-04-08,14874,Rejected,Brake Pad
W38283,V19630,2022-02-21,7534,Rejected,Engine
W38284,V13242,2022-01-24,11402,Approved,Transmission
W38285,V16440,2023-03-04,3959,Rejected,AC
W38286,V10925,2023-10-14,7301,Approved,Transmission
W38287,V15473,2022-07-03,7942,Approved,Battery
W38288,V10738,2022-04-17,5667,Rejected,Brake Pad
W38289,V10775,2022-01-07,10808,Approved,Battery
W38290,V11203,2024-01-20,9905,Approved,AC
W38291,V18231,2024-09-18,8026,Approved,Engine
W38292,V10250,2024-06-02,9557,Approved,Engine
W38293,V19460,2022-06-02,13864,Approved,Battery
W38294,V15396,2022-07-11,4865,Approved,Battery
W38295,V19252,2022-02-04,14864,Approved,Brake Pad
W38296,V10977,2022-03-29,6044,Rejected,Transmission
W38297,V15884,2023-03-21,4951,Approved,AC
W38298,V17088,2024-03-28,3605,Approved,AC
W38299,V17817,2023-11-22,6352,Approved,Brake Pad
W38300,V14342,2023-01-14,2810,Approved,AC
W38301,V17620,2023-10-28,13635,Approved,Transmission
W38302,V18368,2022-02-09,9389,Rejected,Battery
W38303,V18657,2024-05-25,12554,Approved,Engine
W38304,V12138,2022-09-29,14131,Rejected,Transmission
W38305,V11040,2022-08-10,5055,Approved,Brake Pad
W38306,V17640,2024-01-16,9097,Approved,Engine
W38307,V18041,2023-11-14,2921,Approved,AC
W38308,V10961,2024-01-04,5621,Approved,Brake Pad
W38309,V15984,2022-02-07,11216,Approved,Transmission
W38310,V10186,2022-08-10,5122,Approved,Suspension
W38311,V13988,2022-05-22,8410,Approved,Transmission
W38312,V11250,2022-12-19,2273,Approved,Battery
W38313,V17948,2023-07-02,4405,Approved,Engine
W38314,V17063,2022-11-25,9575,Rejected,Transmission
W38315,V19666,2022-03-17,6507,Approved,Suspension
W38316,V11710,2023-07-30,9873,Approved,AC
W38317,V11715,2023-10-08,7233,Approved,Battery
W38318,V11793,2022-09-19,6928,Approved,Brake Pad
W38319,V15021,2024-03-04,1787,Approved,AC
W38320,V15051,2022-10-07,7572,Approved,Battery
W38321,V12856,2023-10-29,3745,Rejected,AC
W38322,V19050,2023-03-21,2650,Approved,Transmission
