vehicle_id,model,year,mileage,region
V15058,SpeedX,2021,38130.0,South
V15059,EcoDrive,2019,108719.0,South
V15060,EcoDrive,2017,50133.0,South
V15061,EcoDrive,2017,119759.0,South
V15062,SpeedX,2019,64249.0,East
V15063,TurboPro,2023,117076.0,North
V15064,SpeedX,2022,52330.0,South
V15065,TurboPro,2017,,South
V15066,TurboPrX,2023,6911.0,SOUTH
V15067,AutoMax,2018,25828.0,West
V15068,SpeedX,2019,45166.0,south zone
V15069,SpeedX,2023,68089.0,North
V15070,AutoMax,2016,49731.0,South
V15071,AutoMax,2018,44089.0,south zone
V15072,EcoDrive,2020,46281.0,South
V15073,UrbanGo,2017,74498.0,South
V15074,AutoMax,2020,74421.0,East
V15075,EcoDriv,2019,114411.0,South
V15076,TurboPro,2016,48557.0,North
V15077,AutoMax,2018,15659.0,SOUTH
V15078,TurboPro,2016,44202.0,West
V15079,TurboPro,2022,36586.0,South
V15080,EcoDrive,2016,,South
V15081,UrbanGo,2016,56009.0,south zone
V15082,UrbanGo,2017,38693.0,West
V15083,SpeedX,2017,5883.0,North
V15084,AutoMax,2023,77220.0,North
V15085,UrbanGo,2015,99048.0,SOUTH
V15086,TurboPro,2017,89027.0,SOUTH
V15087,SpeedX,2016,19742.0,SOUTH
V15088,SpeedX,2017,45556.0,SOUTH
V15089,TurboPro,2015,90806.0,South
V15090,TurboPrX,2020,16427.0,North
V15091,UrbanGo,2019,39375.0,South
V15092,EcoDrive,2022,81145.0,West
V15093,UrbanGo,2019,46584.0,West
V15094,SpeedX,2019,73456.0,North
V15095,AutoMa,2022,5837.0,North
V15096,AutoMax,2016,57313.0,south zone
V15097,TurboPro,2018,84607.0,East
V15098,EcoDrive,2023,25737.0,SOUTH
V15099,TurboPro,2021,108962.0,West
V15100,UrbanGo,2019,86356.0,SOUTH
V15101,EcoDrive,2015,60910.0,East
V15102,SpeedX,2016,45837.0,SOUTH
V15103,EcoDrive,2016,36615.0,south zone
V15104,TurboPro,2015,73265.0,North
V15105,AutoMax,2022,,South
V15106,AutoMax,2021,31389.0,East
V15107,SpeedX,2023,21774.0,south zone
V15108,UrbanGo,2019,114592.0,East
V15109,EcoDrive,2016,73736.0,North
V15110,EcoDrive,2018,95132.0,SOUTH
V15111,SpeedX,2019,96026.0,North
V15112,TurboPro,2015,17161.0,south zone
V15113,EcoDrive,2017,67515.0,South
V15114,UrbanGo,2023,60492.0,SOUTH
V15115,AutoMax,2023,25474.0,West
V15116,TurboPro,2022,25109.0,North
V15117,TurboPro,2020,92597.0,East
V15118,AutoMax,2020,109939.0,East
V15119,UrbanGo,2015,24948.0,North
V15120,SpeedX,2016,114065.0,North
V15121,AutoMax,2023,61960.0,South
V15122,SpeedX,2023,83632.0,East
V15123,UrbanGo,2017,112980.0,West
V15124,TurboPro,2017,61358.0,south zone
V15125,TurboPro,2017,21280.0,East
V15126,UrbanGo,2018,48155.0,North
V15127,TurboPro,2015,,South
V15128,AutoMax,2016,54198.0,south zone
V15129,TurboPro,2015,62320.0,SOUTH
V15130,TurboPro,2023,22231.0,North
V15131,AutoMax,2018,97172.0,south zone
V15132,AutoMax,2018,30546.0,SOUTH
V15133,EcoDrive,2021,85705.0,West
V15134,AutoMax,2016,46552.0,North
V15135,EcoDrivX,2017,53593.0,West
V15136,SpeedX,2020,101448.0,East
V15137,SpeedX,2022,45038.0,East
V15138,AutoMax,2018,65935.0,South
V15139,EcoDrive,2023,82714.0,East
V15140,UrbanGo,2015,77452.0,SOUTH
V15141,AutoMax,2019,105582.0,West
V15142,EcoDrive,2015,37952.0,North
V15143,SpeedX,2019,32644.0,North
V15144,EcoDrive,2022,47960.0,North
V15145,EcoDrive,2020,55931.0,North
V15146,AutoMax,2016,18917.0,South
V15147,EcoDrive,2016,35298.0,East
V15148,TurboPro,2023,100068.0,East
V15149,UrbanGo,2020,75602.0,East
V15150,UrbanGo,2015,109965.0,SOUTH
V15151,EcoDrive,2018,16937.0,SOUTH
V15152,SpeedX,2023,8282.0,North
V15153,SpeedX,2021,115702.0,South
V15154,EcoDrive,2023,13492.0,South
V15155,EcoDrive,2016,45667.0,south zone
V15156,AutoMax,2018,43856.0,south zone
V15157,AutoMax,2015,81851.0,East
V15158,TurboPro,2016,36946.0,south zone
V15159,AutoMax,2022,90829.0,South
V15160,AutoMax,2019,75433.0,West
V15161,TurboPro,2016,82480.0,south zone
V15162,AutoMax,2016,114092.0,south zone
V15163,UrbanGo,2022,108137.0,south zone
V15164,SpeedX,2020,107487.0,East
V15165,SpeedX,2015,12416.0,South
V15166,AutoMax,2021,,South
V15167,TurboPro,2016,17489.0,West
V15168,UrbanGo,2022,34766.0,North
V15169,UrbanGo,2021,,East
V15170,UrbanGo,2021,96014.0,East
V15171,AutoMax,2020,96392.0,South
V15172,UrbanGo,2016,,East
V15173,EcoDrive,2023,74423.0,North
V15174,EcoDrive,2021,87302.0,SOUTH
V15175,UrbanGo,2020,22108.0,South
V15176,AutoMax,2022,46715.0,West
V15177,SpeedX,2020,96045.0,East
V15178,TurboPro,2018,108783.0,West
V15179,EcoDrive,2015,92709.0,East
V15180,EcoDrive,2022,40990.0,West
V15181,EcoDrive,2016,14413.0,West
V15182,EcoDrive,2019,34431.0,West
V15183,TurboPro,2020,61075.0,SOUTH
V15184,TurboPro,2022,,South
V15185,UrbanGo,2016,71075.0,south zone
V15186,TurboPro,2021,5034.0,South
V15187,AutoMax,2018,71595.0,West
V15188,TurboPro,2016,49252.0,South
V15189,TurboPro,2021,93251.0,SOUTH
V15190,SpeedX,2015,18847.0,West
V15191,AutoMax,2020,48170.0,North
V15192,SpeedX,2023,50456.0,North
V15193,UrbanGo,2022,,North
V15194,UrbanGo,2021,85356.0,North
V15195,TurboPro,2019,65741.0,SOUTH
V15196,SpeedX,2019,115983.0,North
V15197,EcoDrive,2023,62833.0,South
V15198,UrbanGo,2018,48839.0,south zone
V15199,EcoDrive,2021,51064.0,West
V15200,SpeedX,2018,98609.0,West
V15201,AutoMax,2020,116401.0,West
V15202,AutoMax,2019,21796.0,West
V15203,AutoMax,2018,70135.0,West
V15204,EcoDrive,2022,108708.0,North
V15205,SpeedX,2018,55539.0,North
V15206,AutoMax,2019,16528.0,SOUTH
V15207,UrbanGo,2022,64462.0,South
V15208,SpeedX,2017,44763.0,south zone
V15209,TurboPro,2015,94249.0,SOUTH
V15210,UrbanGo,2019,115413.0,North
V15211,UrbanGo,2021,113399.0,West
V15212,SpeedX,2022,100001.0,North
V15213,UrbanGo,2023,114079.0,south zone
V15214,SpeedX,2023,56062.0,East
V15215,AutoMax,2021,30477.0,West
V15216,TurboPro,2023,5928.0,South
V15217,SpeedX,2023,59331.0,South
V15218,SpeedX,2017,57466.0,West
V15219,SpeedX,2018,66204.0,south zone
V15220,UrbanGo,2022,48879.0,North
V15221,UrbanGo,2021,75517.0,North
V15222,UrbanGo,2019,,North
V15223,EcoDrive,2019,90949.0,South
V15224,AutoMax,2015,49805.0,south zone
V15225,AutoMax,2019,17152.0,West
V15226,TurboPro,2022,,South
V15227,EcoDriv,2020,39740.0,south zone
V15228,EcoDrive,2018,33355.0,North
V15229,UrbanGo,2019,87316.0,South
V15230,TurboPro,2020,70251.0,South
V15231,SpeedX,2019,23775.0,North
V15232,UrbanGo,2023,89020.0,East
V15233,UrbanGo,2022,20361.0,south zone
V15234,UrbanGo,2022,10716.0,North
V15235,EcoDrive,2018,22035.0,North
V15236,SpeedX,2016,19918.0,West
V15237,EcoDrive,2018,119645.0,south zone
V15238,TurboPro,2018,59173.0,East
V15239,AutoMax,2020,118170.0,North
V15240,UrbanGo,2021,,North
V15241,TurboPro,2022,56095.0,East
V15242,UrbanGo,2015,43386.0,North
V15243,SpeedX,2016,42565.0,East
V15244,AutoMax,2022,77157.0,North
V15245,UrbanGo,2017,7101.0,South
V15246,TurboPro,2016,,North
V15247,SpeedX,2020,37962.0,East
V15248,EcoDrive,2023,110877.0,south zone
V15249,EcoDrive,2016,80684.0,South
V15250,EcoDrive,2019,95118.0,East
V15251,UrbanGo,2018,75779.0,South
V15252,SpeedX,2015,23450.0,South
V15253,UrbanGo,2021,113462.0,South
V15254,AutoMax,2017,95067.0,south zone
V15255,SpeedX,2021,33758.0,SOUTH
V15256,EcoDrive,2020,93497.0,East
V15257,AutoMax,2021,9222.0,North
V15258,EcoDrive,2016,16715.0,South
V15259,SpeedX,2017,118314.0,East
V15260,AutoMax,2015,42705.0,South
V15261,UrbanGo,2019,67096.0,South
V15262,UrbanGo,2022,71196.0,South
V15263,TurboPro,2017,72346.0,South
V15264,TurboPro,2019,73773.0,south zone
V15265,TurboPro,2017,51668.0,East
V15266,EcoDrive,2019,43348.0,south zone
V15267,SpeedX,2019,59993.0,West
V15268,AutoMax,2021,63631.0,North
V15269,TurboPro,2018,83763.0,North
V15270,AutoMax,2016,5166.0,south zone
V15271,UrbanGo,2021,48917.0,SOUTH
V15272,EcoDrive,2021,27891.0,south zone
V15273,UrbanGo,2017,70812.0,South
V15274,EcoDrive,2015,31306.0,West
V15275,EcoDrive,2023,82923.0,North
V15276,EcoDrive,2018,25539.0,North
V15277,AutoMax,2021,,South
V15278,EcoDrive,2016,,south zone
V15279,AutoMax,2020,84642.0,West
V15280,TurboPro,2020,49548.0,East
V15281,AutoMax,2018,56698.0,West
V15282,AutoMax,2019,63592.0,North
V15283,AutoMax,2017,91216.0,south zone
V15284,AutoMax,2022,101681.0,East
V15285,UrbanGo,2015,49671.0,West
V15286,TurboPro,2016,30925.0,North
V15287,AutoMax,2023,71986.0,North
V15288,EcoDrive,2018,24915.0,South
V15289,TurboPro,2022,111809.0,South
V15290,AutoMax,2023,62895.0,South
V15291,AutoMax,2016,59479.0,West
V15292,UrbanGo,2015,31459.0,East
V15293,UrbanGo,2020,83354.0,South
V15294,EcoDrive,2020,40122.0,south zone
V15295,UrbanGo,2020,25210.0,south zone
V15296,AutoMax,2017,48858.0,south zone
V15297,SpeedX,2018,75032.0,West
V15298,UrbanGo,2022,72105.0,SOUTH
V15299,AutoMax,2015,56894.0,East
V15300,TurboPro,2020,27635.0,SOUTH
V15301,SpeedX,2022,45166.0,North
V15302,UrbanGo,2021,82846.0,North
V15303,AutoMax,2017,85776.0,south zone
V15304,EcoDrive,2017,103019.0,North
V15305,SpeedX,2020,5300.0,South
V15306,TurboPro,2017,114441.0,South
V15307,SpeedX,2015,118630.0,South
V15308,UrbanGo,2015,88537.0,West
V15309,SpeedX,2015,56876.0,South
V15310,TurboPro,2023,107328.0,south zone
V15311,TurboPro,2022,56990.0,South
V15312,TurboPro,2021,117639.0,West
V15313,EcoDrive,2023,11881.0,South
V15314,SpeedX,2018,67962.0,North
V15315,UrbanGo,2016,39622.0,SOUTH
V15316,EcoDrive,2020,44850.0,North
V15317,EcoDrive,2022,88974.0,SOUTH
V15318,AutoMax,2017,20113.0,North
V15319,SpeedX,2018,82385.0,North
V15320,SpeedX,2020,22901.0,West
V15321,AutoMax,2017,91475.0,South
V15322,EcoDrive,2020,7275.0,West
V15323,SpeedX,2015,,SOUTH
V15324,UrbanGo,2018,59485.0,south zone
V15325,EcoDrive,2017,55988.0,south zone
V15326,TurboPro,2019,115054.0,North
V15327,TurboPro,2015,42069.0,SOUTH
V15328,UrbanGo,2022,11978.0,SOUTH
V15329,SpeedX,2020,15077.0,south zone
V15330,EcoDrive,2019,40629.0,North
V15331,TurboPro,2016,79080.0,West
V15332,UrbanGo,2017,14524.0,South
V15333,TurboPro,2016,8588.0,South
V15334,TurboPro,2018,,south zone
V15335,SpeedX,2018,107342.0,SOUTH
V15336,UrbanGo,2022,117028.0,West
V15337,UrbanGo,2022,16694.0,West
V15338,TurboPrX,2021,96737.0,SOUTH
V15339,TurboPro,2019,50307.0,West
V15340,EcoDrive,2016,57057.0,south zone
V15341,EcoDrive,2015,24927.0,North
V15342,AutoMax,2017,10704.0,south zone
V15343,TurboPro,2015,26274.0,SOUTH
V15344,UrbanGo,2019,107443.0,south zone
V15345,EcoDrive,2018,42362.0,West
V15346,AutoMax,2021,46597.0,SOUTH
V15347,TurboPro,2022,31185.0,North
V15348,TurboPro,2022,114322.0,SOUTH
V15349,EcoDrive,2021,112058.0,south zone
V15350,AutoMax,2019,36182.0,North
V15351,SpeedX,2019,64454.0,East
V15352,SpeedX,2017,20124.0,West
V15353,TurboPro,2018,69135.0,East
V15354,AutoMax,2015,104785.0,East
V15355,AutoMax,2022,23080.0,south zone
V15356,SpeedX,2023,15963.0,East
V15357,SpeedX,2016,76369.0,SOUTH
V15358,UrbanGo,2017,,SOUTH
V15359,TurboPro,2021,95910.0,West
V15360,SpeedX,2018,38367.0,south zone
V15361,AutoMax,2020,28079.0,SOUTH
V15362,TurboPro,2022,109666.0,SOUTH
V15363,AutoMa,2021,32539.0,North
V15364,EcoDrive,2022,68424.0,East
V15365,SpeedX,2019,47692.0,south zone
V15366,TurboPro,2015,89301.0,south zone
V15367,AutoMax,2022,100064.0,south zone
V15368,UrbanGo,2022,60376.0,South
V15369,UrbanGo,2018,78096.0,south zone
V15370,TurboPro,2022,74833.0,south zone
V15371,SpeedX,2022,73412.0,South
V15372,TurboPro,2021,65063.0,South
V15373,TurboPro,2017,61343.0,south zone
V15374,SpeedX,2019,76289.0,North
V15375,UrbanGo,2020,10573.0,West
V15376,AutoMa,2023,73239.0,West
V15377,EcoDrive,2017,24461.0,West
V15378,EcoDrive,2023,,South
V15379,AutoMax,2017,69926.0,south zone
V15380,UrbanGo,2018,88443.0,SOUTH
V15381,TurboPro,2018,50476.0,North
V15382,AutoMax,2022,65679.0,SOUTH
V15383,EcoDrive,2020,75099.0,East
V15384,TurboPro,2017,76868.0,SOUTH
V15385,TurboPro,2022,44402.0,East
V15386,EcoDrive,2022,62198.0,south zone
V15387,EcoDrive,2020,40038.0,West
V15388,AutoMax,2022,92527.0,West
V15389,SpeedX,2017,17022.0,West
V15390,TurboPro,2018,46650.0,North
V15391,SpeedX,2020,25445.0,south zone
V15392,EcoDrive,2016,64291.0,SOUTH
V15393,AutoMax,2015,54602.0,North
V15394,SpeedX,2015,109258.0,West
V15395,TurboPro,2019,11865.0,SOUTH
V15396,AutoMax,2020,46487.0,SOUTH
V15397,UrbanGo,2022,84712.0,south zone
V15398,SpeedX,2022,56348.0,South
V15399,EcoDrive,2016,48340.0,East
V15400,TurboPro,2018,11870.0,south zone
V15401,TurboPro,2019,19276.0,East
V15402,SpeedX,2017,110929.0,South
V15403,AutoMax,2019,78381.0,South
V15404,EcoDrive,2015,44593.0,West
V15405,AutoMax,2020,19371.0,East
V15406,AutoMax,2015,17773.0,East
V15407,EcoDrive,2022,103994.0,south zone
V15408,UrbanGo,2021,106134.0,West
V15409,TurboPro,2020,60403.0,south zone
V15410,UrbanGo,2019,14688.0,South
V15411,AutoMax,2022,67139.0,SOUTH
V15412,AutoMax,2018,103567.0,SOUTH
V15413,EcoDrive,2015,113293.0,SOUTH
V15414,EcoDrive,2019,48177.0,East
V15415,TurboPro,2022,59923.0,East
V15416,SpeedX,2017,35934.0,south zone
V15417,SpeedX,2016,83986.0,SOUTH
V15418,SpeedX,2017,76877.0,West
V15419,SpeedX,2021,83541.0,SOUTH
V15420,EcoDrive,2019,93915.0,South
V15421,SpeedX,2015,52917.0,South
V15422,EcoDrive,2019,10334.0,south zone
V15423,AutoMax,2016,105232.0,South
V15424,SpeedX,2015,54193.0,East
V15425,TurboPro,2016,109849.0,south zone
V15426,AutoMax,2019,21568.0,south zone
V15427,SpeedX,2021,108074.0,South
V15428,AutoMax,2023,,North
V15429,TurboPro,2020,112777.0,SOUTH
V15430,EcoDrive,2022,43727.0,East
V15431,TurboPro,2021,35760.0,North
V15432,EcoDrive,2019,29726.0,West
V15433,SpeedX,2021,59723.0,North
V15434,SpeedX,2018,31879.0,SOUTH
V15435,SpeedX,2018,109110.0,East
V15436,EcoDrive,2018,100121.0,West
V15437,AutoMax,2020,73158.0,South
V15438,EcoDrive,2015,58876.0,south zone
V15439,SpeedX,2019,43330.0,south zone
V15440,TurboPro,2019,,South
V15441,SpeedX,2018,88754.0,South
V15442,UrbanGo,2018,64660.0,North
V15443,UrbanGo,2023,,West
V15444,EcoDrive,2021,85916.0,South
V15445,SpeedX,2023,58521.0,south zone
V15446,AutoMax,2021,5357.0,SOUTH
V15447,SpeedX,2022,58847.0,North
V15448,EcoDrive,2020,8069.0,West
V15449,AutoMax,2022,48084.0,SOUTH
V15450,SpeedX,2016,69426.0,SOUTH
V15451,SpeedX,2021,66768.0,West
V15452,EcoDrive,2021,27238.0,West
V15453,SpeedX,2019,32056.0,West
V15454,SpeedX,2021,22805.0,south zone
V15455,UrbanGo,2023,10459.0,East
V15456,SpeedX,2018,29440.0,south zone
V15457,EcoDrive,2020,107849.0,North
V15458,SpeedX,2022,54100.0,West
V15459,UrbanGo,2017,90515.0,South
V15460,EcoDrive,2018,99526.0,South
V15461,EcoDrive,2017,57424.0,North
V15462,EcoDrive,2022,25203.0,south zone
V15463,TurboPro,2017,84911.0,South
V15464,EcoDrive,2021,69142.0,South
V15465,UrbanGo,2017,32714.0,East
V15466,SpeedX,2016,,south zone
V15467,EcoDrive,2019,29017.0,south zone
V15468,UrbanGo,2021,115560.0,south zone
V15469,EcoDrive,2023,117199.0,West
V15470,TurboPro,2019,72480.0,East
V15471,EcoDrive,2018,54110.0,East
V15472,AutoMax,2023,97490.0,East
V15473,AutoMax,2017,,SOUTH
V15474,AutoMax,2015,34682.0,South
V15475,UrbanGo,2015,39199.0,south zone
V15476,SpeedX,2020,46024.0,East
V15477,AutoMax,2019,23508.0,West
V15478,AutoMax,2019,10855.0,West
V15479,UrbanGo,2016,,SOUTH
V15480,SpeedX,2017,118963.0,SOUTH
V15481,AutoMax,2022,58808.0,East
V15482,EcoDrive,2015,60784.0,south zone
V15483,EcoDrive,2018,46757.0,South
V15484,SpeedX,2015,19971.0,south zone
V15485,AutoMax,2021,58012.0,South
V15486,TurboPro,2021,117122.0,South
V15487,EcoDrive,2023,45648.0,South
V15488,EcoDrive,2016,57225.0,south zone
V15489,SpeedX,2021,12579.0,East
V15490,SpeedX,2017,49591.0,West
V15491,AutoMax,2018,27837.0,south zone
V15492,AutoMax,2021,48267.0,South
V15493,UrbanGo,2021,101356.0,south zone
V15494,AutoMax,2017,54520.0,West
V15495,UrbanGo,2021,22697.0,North
V15496,UrbanGo,2017,72985.0,south zone
V15497,SpeedX,2016,105656.0,North
V15498,EcoDrive,2016,107103.0,East
V15499,SpeedX,2020,25524.0,south zone
V15500,TurboPro,2019,108238.0,SOUTH
V15501,AutoMax,2022,7925.0,south zone
V15502,UrbanGo,2017,71523.0,West
V15503,UrbanGo,2021,88346.0,West
V15504,AutoMax,2018,79990.0,West
V15505,EcoDrive,2020,18548.0,SOUTH
V15506,AutoMax,2015,6540.0,South
V15507,UrbanGo,2022,17279.0,North
V15508,AutoMax,2020,56913.0,south zone
V15509,SpeedX,2018,59441.0,south zone
V15510,AutoMax,2023,11822.0,East
V15511,EcoDrive,2017,94552.0,East
V15512,SpeedX,2021,35268.0,East
V15513,SpeedX,2023,39806.0,south zone
V15514,TurboPro,2016,15831.0,south zone
V15515,SpeedX,2018,34400.0,North
V15516,TurboPro,2023,119073.0,East
V15517,AutoMax,2016,97151.0,south zone
V15518,UrbanGo,2018,112751.0,South
V15519,TurboPro,2016,43514.0,SOUTH
V15520,TurboPro,2021,43517.0,East
V15521,SpeedX,2021,9755.0,North
V15522,UrbanGo,2020,83847.0,south zone
V15523,AutoMax,2016,104294.0,West
V15524,UrbanGo,2016,69053.0,south zone
V15525,UrbanGo,2018,119805.0,West
V15526,AutoMaX,2022,25172.0,East
V15527,TurboPro,2019,20752.0,North
V15528,EcoDrive,2018,10467.0,East
V15529,UrbanGo,2017,19131.0,North
V15530,TurboPro,2017,76756.0,South
V15531,UrbanGo,2020,56591.0,SOUTH
V15532,UrbanGo,2017,71351.0,south zone
V15533,SpeedX,2015,101198.0,East
V15534,UrbanGo,2023,84603.0,East
V15535,SpeedX,2020,46690.0,North
V15536,TurboPro,2020,17555.0,South
V15537,EcoDrive,2022,103000.0,South
V15538,SpeedX,2022,49894.0,North
V15539,TurboPro,2020,95914.0,South
V15540,EcoDrive,2023,64484.0,North
V15541,TurboPro,2015,79725.0,south zone
V15542,EcoDrive,2023,110726.0,south zone
V15543,AutoMax,2021,56391.0,SOUTH
V15544,TurboPro,2020,117949.0,West
V15545,EcoDrive,2022,116945.0,North
V15546,TurboPro,2015,,South
V15547,TurboPro,2015,,East
V15548,SpeedX,2020,118250.0,SOUTH
V15549,UrbanGo,2020,118860.0,West
V15550,EcoDrive,2017,51366.0,SOUTH
V15551,AutoMax,2017,63620.0,SOUTH
V15552,AutoMax,2023,99061.0,south zone
V15553,UrbanGo,2020,21310.0,south zone
V15554,SpeedX,2020,52658.0,North
V15555,SpeedX,2015,13192.0,North
V15556,TurboPro,2023,100654.0,South
V15557,AutoMax,2015,100761.0,south zone
V15558,TurboPro,2017,33586.0,West
V15559,EcoDrive,2023,72993.0,south zone
V15560,UrbanGo,2023,101940.0,East
V15561,AutoMax,2023,59366.0,south zone
V15562,EcoDrive,2020,88122.0,East
V15563,TurboPro,2016,84699.0,East
V15564,TurboPro,2023,46121.0,South
V15565,AutoMax,2020,25997.0,North
V15566,SpeedX,2016,97716.0,West
V15567,EcoDrive,2018,50325.0,East
V15568,EcoDrive,2019,31380.0,South
V15569,AutoMax,2023,15121.0,SOUTH
V15570,UrbanGo,2021,76024.0,West
V15571,TurboPro,2021,60714.0,SOUTH
V15572,TurboPro,2015,5243.0,West
V15573,AutoMax,2017,117033.0,East
V15574,TurboPro,2023,76592.0,south zone
V15575,UrbanGo,2023,119073.0,East
V15576,EcoDrive,2020,46260.0,West
V15577,UrbanGo,2015,119711.0,SOUTH
V15578,AutoMax,2021,49333.0,East
V15579,TurboPro,2016,53406.0,West
V15580,SpeedX,2019,53650.0,South
V15581,UrbanGo,2015,67972.0,East
V15582,EcoDrive,2019,74370.0,SOUTH
V15583,AutoMax,2017,70810.0,East
V15584,AutoMax,2016,114807.0,West
V15585,SpeedX,2020,115448.0,West
V15586,AutoMax,2018,10650.0,North
V15587,UrbanGo,2017,113209.0,West
V15588,TurboPro,2015,20948.0,North
V15589,TurboPro,2018,16956.0,SOUTH
V15590,EcoDrive,2016,49737.0,SOUTH
V15591,SpeedX,2021,25960.0,South
V15592,EcoDrive,2016,108919.0,North
V15593,AutoMax,2015,68636.0,East
V15594,AutoMax,2021,103664.0,East
V15595,SpeedX,2017,20351.0,SOUTH
V15596,EcoDrive,2023,33537.0,East
V15597,SpeedX,2018,118386.0,SOUTH
V15598,AutoMax,2017,105659.0,West
V15599,SpeedX,2022,9325.0,East
V15600,AutoMax,2015,6136.0,East
V15601,UrbanGo,2015,86084.0,North
V15602,UrbanGo,2022,11016.0,South
V15603,TurboPro,2018,60536.0,West
V15604,TurboPro,2019,115993.0,West
V15605,AutoMax,2018,6699.0,West
V15606,SpeedX,2021,56984.0,East
V15607,SpeedX,2020,96167.0,East
V15608,SpeedX,2016,87049.0,south zone
V15609,AutoMax,2021,84230.0,south zone
V15610,EcoDrive,2019,8427.0,North
V15611,EcoDrive,2018,,East
V15612,UrbanGo,2023,33936.0,SOUTH
V15613,UrbanGo,2018,59848.0,SOUTH
V15614,UrbanGo,2018,33918.0,East
V15615,SpeedX,2016,74297.0,North
V15616,TurboPro,2019,44209.0,south zone
V15617,EcoDrive,2023,98598.0,East
V15618,TurboPro,2022,8885.0,West
V15619,UrbanGo,2018,106472.0,SOUTH
V15620,UrbanGo,2023,96776.0,SOUTH
V15621,AutoMax,2020,119829.0,SOUTH
V15622,TurboPro,2020,44224.0,East
V15623,AutoMax,2020,85195.0,West
V15624,TurboPro,2019,,West
V15625,EcoDrive,2021,,South
V15626,AutoMax,2017,27330.0,North
V15627,UrbanGo,2017,70416.0,West
V15628,TurboPro,2016,75627.0,south zone
V15629,AutoMax,2019,90338.0,South
V15630,SpeedX,2021,68957.0,West
V15631,SpeedX,2020,83841.0,south zone
V15632,TurboPro,2020,27579.0,West
V15633,TurboPro,2015,19561.0,East
V15634,SpeedX,2015,64140.0,south zone
V15635,AutoMax,2015,97206.0,East
V15636,SpeedX,2020,81141.0,North
V15637,SpeedX,2015,32278.0,SOUTH
V15638,TurboPro,2021,84170.0,East
V15639,SpeedX,2019,117009.0,SOUTH
V15640,UrbanGo,2023,88672.0,North
V15641,TurboPro,2017,9733.0,North
V15642,SpeedX,2017,11635.0,West
V15643,UrbanGo,2023,47174.0,East
V15644,UrbanGo,2017,29932.0,south zone
V15645,EcoDrive,2018,49227.0,North
V15646,SpeedX,2020,37073.0,SOUTH
V15647,SpeedX,2017,77949.0,SOUTH
V15648,SpeedX,2016,69484.0,South
V15649,UrbanGo,2022,105173.0,West
V15650,SpeedX,2018,99540.0,SOUTH
V15651,UrbanGo,2023,92834.0,East
V15652,TurboPro,2023,104899.0,SOUTH
V15653,AutoMax,2023,97939.0,North
V15654,SpeedX,2019,,West
V15655,TurboPro,2021,22488.0,south zone
V15656,TurboPro,2018,32805.0,West
V15657,SpeedX,2021,41731.0,North
V15658,TurboPro,2022,67379.0,West
V15659,TurboPro,2015,113053.0,West
V15660,SpeedX,2022,87951.0,East
V15661,UrbanGo,2020,62443.0,South
V15662,SpeedX,2019,32633.0,North
V15663,TurboPro,2019,42840.0,South
V15664,EcoDrive,2019,47897.0,south zone
V15665,SpeedX,2021,29754.0,North
V15666,SpeedX,2021,,south zone
V15667,AutoMax,2019,107915.0,West
V15668,EcoDrive,2017,13744.0,south zone
V15669,TurboPro,2016,13855.0,North
V15670,EcoDriv,2017,108036.0,West
V15671,TurboPro,2015,75193.0,East
V15672,AutoMax,2023,108089.0,North
V15673,SpeedX,2018,5391.0,South
V15674,SpeedX,2017,104641.0,West
V15675,UrbanGo,2023,68983.0,North
V15676,EcoDrive,2021,68780.0,West
V15677,UrbanGo,2019,33908.0,SOUTH
V15678,TurboPro,2023,49173.0,North
V15679,TurboPro,2016,40225.0,East
V15680,UrbanGo,2017,110110.0,South
V15681,EcoDrive,2017,65013.0,East
V15682,EcoDrivX,2021,40709.0,East
V15683,TurboPro,2022,87523.0,West
V15684,UrbanGo,2016,15180.0,West
V15685,EcoDrive,2023,114489.0,SOUTH
V15686,SpeedX,2015,58472.0,South
V15687,SpeedX,2016,14864.0,East
V15688,SpeedX,2017,97111.0,West
V15689,UrbanGo,2019,70252.0,south zone
V15690,TurboPro,2018,118840.0,South
V15691,SpeedX,2017,95709.0,North
V15692,SpeedX,2021,42808.0,East
V15693,SpeedX,2019,11203.0,East
V15694,AutoMax,2018,34656.0,South
V15695,UrbanGo,2020,20925.0,East
V15696,TurboPro,2021,88975.0,North
V15697,EcoDrive,2021,,East
V15698,EcoDrive,2023,,East
V15699,TurboPro,2015,102667.0,West
V15700,UrbanGo,2020,101974.0,North
V15701,EcoDrive,2022,83087.0,North
V15702,UrbanGo,2023,85705.0,East
V15703,EcoDrive,2019,11031.0,SOUTH
V15704,UrbanGo,2015,10822.0,south zone
V15705,AutoMax,2016,44776.0,West
V15706,UrbanGo,2019,,South
V15707,EcoDrive,2020,31256.0,East
V15708,AutoMax,2017,64864.0,south zone
V15709,UrbanGo,2023,92167.0,North
V15710,SpeedX,2020,107168.0,SOUTH
V15711,AutoMax,2023,91631.0,West
V15712,AutoMax,2021,114709.0,SOUTH
V15713,SpeedX,2023,104129.0,East
V15714,AutoMax,2021,44904.0,South
V15715,AutoMax,2018,111123.0,East
V15716,TurboPro,2018,51505.0,East
V15717,EcoDrive,2021,115239.0,SOUTH
V15718,EcoDrive,2021,57478.0,South
V15719,AutoMax,2021,61114.0,North
V15720,AutoMax,2023,61092.0,East
