service_id,vehicle_id,service_date,component_replaced,cost,issue_type
S52053,V10909,2023-01-16,Transmission,7110,Wear & Tear
S52054,V15318,2022-07-21,AC,5736,Overheating
S52055,V14384,2022-07-02,Brake Pad,6875,Malfunction
S52056,V13600,2024-05-01,Transmission,11386,Leakage
S52057,V11249,2024-08-08,Transmission,13672,Discharge
S52058,V19135,2023-05-10,Transmission,9127,Overheating
S52059,V10154,2024-07-26,Battery,2572,Discharge
S52060,V14344,2022-08-09,Suspension,13295,Overheating
S52061,V10297,2023-07-22,AC,11049,Overheating
S52062,V19905,2023-07-28,Transmission,11917,Discharge
S52063,V10159,2022-03-26,AC,13938,Malfunction
S52064,V17107,2024-01-19,Suspension,12816,Leakage
S52065,V14855,2024-01-30,Brake Pad,12258,Overheating
S52066,V19482,2023-08-27,Suspension,1117,Leakage
S52067,V14556,2024-05-31,Suspension,-1695,Leakage
S52068,V13607,2023-10-12,Transmission,10675,Discharge
S52069,V16658,2024-07-02,Brake Pad,11714,Discharge
S52070,V14339,2024-03-15,,12270,Wear & Tear
S52071,V15846,2024-06-22,AC,8809,Discharge
S52072,V12757,2023-04-27,Transmission,5057,Overheating
S52073,V15003,2023-07-14,Engine,13346,Malfunction
S52074,V11229,2023-11-21,AC,5294,Malfunction
S52075,V10011,2024-02-07,Engine,11729,Leakage
S52076,V14430,2023-06-11,Battery,2946,Wear & Tear
S52077,V19635,2024-05-18,AC,12860,Discharge
S52078,V11685,2022-12-22,Battery,6933,Discharge
S52079,V19575,2024-04-04,Battery,7601,Wear & Tear
S52080,V17860,2022-10-08,Transmission,14894,Malfunction
S52081,V13550,2024-09-25,Transmission,13983,Wear & Tear
S52082,V14962,2022-08-27,Battery,7990,Leakage
S52083,V12718,2024-07-09,AC,10108,Malfunction
S52084,V14815,2022-03-11,Engine,6063,Leakage
S52085,V18731,2023-05-19,Brake Pad,8961,Overheating
S52086,V10725,2023-06-10,Engine,7765,Wear & Tear
S52087,V11275,2022-05-29,Battery,10621,Leakage
S52088,V18862,2024-06-13,Brake Pad,13803,Leakage
S52089,V19106,2023-07-25,Battery,12109,Leakage
S52090,V15156,2022-09-28,Transmission,5667,Wear & Tear
S52091,V19496,2023-04-15,Engine,2249,Wear & Tear
S52092,V11948,2022-03-28,Transmission,5301,Wear & Tear
S52093,V19436,2022-10-08,AC,14735,Wear & Tear
S52094,V19768,2024-05-16,Battery,7861,Malfunction
S52095,V16134,2024-02-01,Battery,3860,Malfunction
S52096,V18895,2022-06-27,Transmission,-1921,Leakage
S52097,V14085,2024-03-30,Battery,1194,Leakage
S52098,V14667,2024-06-27,Transmission,9895,Leakage
S52099,V14272,2024-01-30,Brake Pad,4864,Overheating
S52100,V19479,2023-11-18,Battery,7656,Discharge
S52101,V14771,2022-07-26,Brake Pad,13694,Discharge
S52102,V14267,2023-10-07,Suspension,9396,Malfunction
S52103,V19015,2023-01-29,Transmission,5710,Leakage
S52104,V17219,2024-03-14,Transmission,6156,Overheating
S52105,V11753,2023-03-17,Suspension,11113,Wear & Tear
S52106,V18767,2024-07-03,Suspension,11225,Overheating
S52107,V18698,2023-04-16,Brake Pad,6415,Overheating
S52108,V15562,2023-02-21,Brake Pad,7573,Overheating
S52109,V19356,2022-06-10,Engine,2991,Malfunction
S52110,V15003,2023-10-29,AC,11502,Overheating
S52111,V15682,2022-11-27,Engine,11856,Leakage
S52112,V10257,2023-07-29,Battery,4909,Overheating
S52113,V19161,2023-07-08,AC,10615,Malfunction
S52114,V14537,2022-03-10,Brake Pad,5992,Discharge
S52115,V11341,2024-06-23,Engine,2507,Wear & Tear
S52116,V18502,2022-05-05,Battery,4568,Overheating
S52117,V13230,2022-09-02,Suspension,6599,Wear & Tear
S52118,V18437,2022-06-29,Transmission,6559,Leakage
S52119,V18662,2024-05-19,Engine,9323,Discharge
S52120,V18800,2023-01-12,Battery,9398,Overheating
S52121,V17881,2023-09-27,Engine,5324,Wear & Tear
S52122,V18182,2022-06-11,Transmission,2794,Discharge
S52123,V12721,2023-09-18,Suspension,4178,Overheating
S52124,V12949,2024-06-01,AC,14115,Discharge
S52125,V11574,2023-06-01,Suspension,12090,Leakage
S52126,V14197,2024-07-15,Transmission,4219,Wear & Tear
S52127,V14675,2023-03-15,Engine,9097,Wear & Tear
S52128,V10399,2023-05-29,Suspension,5945,Leakage
S52129,V10590,2023-04-18,Brake Pad,6466,Discharge
S52130,V15392,2024-03-01,Battery,12195,Malfunction
S52131,V15017,2023-06-01,Transmission,10894,Discharge
S52132,V15409,2024-01-23,Transmission,2044,Overheating
S52133,V18101,2024-08-08,AC,9899,Wear & Tear
S52134,V17288,2023-11-18,Suspension,12267,Discharge
S52135,V18945,2024-08-24,Brake Pad,5485,Wear & Tear
S52136,V19923,2024-01-27,Engine,9293,Leakage
S52137,V16269,2022-02-21,Brake Pad,10979,Wear & Tear
S52138,V12047,2023-03-26,AC,14821,Discharge
S52139,V15930,2023-03-06,Engine,2073,Discharge
S52140,V16583,2023-02-22,Battery,2151,Wear & Tear
S52141,V11579,2024-03-10,Transmission,8950,Overheating
S52142,V15782,2023-05-09,AC,6941,Malfunction
S52143,V13621,2023-04-09,Suspension,2404,Wear & Tear
S52144,V14635,2022-07-17,AC,5985,Leakage
S52145,V10453,2024-08-21,Transmission,12813,Wear & Tear
S52146,V17054,2023-12-04,Engine,7967,Wear & Tear
S52147,V13829,2023-02-04,AC,6781,Wear & Tear
S52148,V14922,2024-01-14,Suspension,4441,Malfunction
S52149,V19738,2023-09-23,Suspension,4194,Leakage
S52150,V18898,2023-03-15,Battery,4783,Leakage
S52151,V19898,2024-02-08,Transmission,10128,Malfunction
S52152,V13651,2024-02-10,AC,12017,Wear & Tear
S52153,V12161,2022-01-21,AC,10610,Overheating
S52154,V17030,2022-07-18,Suspension,2552,Leakage
S52155,V10877,2023-06-05,Battery,1782,Malfunction
S52156,V15585,2023-07-03,Battery,2840,Malfunction
S52157,V16384,2022-08-17,Transmission,14323,Leakage
S52158,V16318,2023-02-18,Transmission,7818,Leakage
S52159,V16610,2024-06-25,Battery,3959,Overheating
S52160,V18960,2022-07-24,AC,12818,Wear & Tear
S52161,V18608,2023-07-30,,2262,Malfunction
S52162,V19452,2023-09-24,Battery,2130,Wear & Tear
S52163,V13550,2024-06-08,Suspension,8538,Wear & Tear
S52164,V17402,2023-02-11,Brake Pad,-4427,Leakage
S52165,V18247,2022-12-18,Battery,4780,Malfunction
S52166,V11251,2022-06-17,Brake Pad,8192,Overheating
S52167,V10795,2022-01-14,Battery,6125,Discharge
S52168,V16159,2024-08-15,AC,13630,Malfunction
S52169,V15312,2023-05-16,AC,11306,Overheating
S52170,V10893,2024-09-27,Brake Pad,11809,Leakage
S52171,V11938,2023-01-30,Transmission,14590,Overheating
S52172,V11718,2022-09-19,Transmission,4146,Malfunction
S52173,V14054,2023-02-12,Battery,9237,Discharge
S52174,V16717,2023-11-28,Engine,6143,Overheating
S52175,V15812,2024-06-29,Suspension,10126,Leakage
S52176,V18862,2023-02-09,Suspension,10720,Overheating
S52177,V11788,2023-06-17,AC,5403,Wear & Tear
S52178,V13288,2023-11-21,Battery,11698,Leakage
S52179,V17006,2022-02-22,Transmission,12913,Overheating
S52180,V14399,2024-01-05,Transmission,5665,Discharge
S52181,V17570,2024-08-08,Transmission,11810,Malfunction
S52182,V17680,2022-12-29,Suspension,11055,Discharge
S52183,V15455,2022-12-12,Brake Pad,5222,Leakage
S52184,V14740,2024-06-17,AC,8122,Discharge
S52185,V10936,2023-10-29,AC,5494,Discharge
S52186,V14428,2023-10-24,AC,7395,Wear & Tear
S52187,V19880,2024-08-09,Brake Pad,7747,Leakage
S52188,V10627,2024-07-07,Brake Pad,9671,Leakage
S52189,V13224,2022-07-04,Brake Pad,9199,Discharge
S52190,V10444,2022-03-14,Battery,14939,Discharge
S52191,V15152,2023-03-23,AC,8833,Overheating
S52192,V12303,2022-04-10,Engine,6724,Wear & Tear
S52193,V19620,2023-04-15,Battery,4186,Discharge
S52194,V13106,2023-02-25,Brake Pad,10332,Wear & Tear
S52195,V18406,2023-09-24,Suspension,14526,Overheating
S52196,V12109,2022-11-09,Transmission,5729,Wear & Tear
S52197,V12741,2023-09-12,Engine,10018,Discharge
S52198,V14548,2024-07-20,Transmission,5526,Overheating
S52199,V18339,2022-06-27,,9759,Discharge
S52200,V19080,2023-03-12,Transmission,6860,Discharge
S52201,V13643,2022-09-17,Brake Pad,11252,Discharge
S52202,V19819,2024-02-09,Battery,10930,Malfunction
S52203,V18798,2023-04-20,Suspension,13002,Wear & Tear
S52204,V17490,2023-06-05,Transmission,6063,Discharge
S52205,V14960,2022-08-24,Suspension,4303,Wear & Tear
S52206,V18282,2022-08-06,Suspension,4193,Leakage
S52207,V19303,2022-03-09,Brake Pad,13496,Overheating
S52208,V17187,2023-09-03,Brake Pad,3533,Wear & Tear
S52209,V13304,2024-09-07,Brake Pad,9388,Leakage
S52210,V18856,2023-09-17,AC,5439,Leakage
S52211,V15385,2022-09-01,Battery,14909,Leakage
S52212,V17551,2022-12-17,Transmission,10677,Overheating
S52213,V11423,2024-05-12,AC,1426,Leakage
S52214,V18110,2022-09-13,AC,-2479,Leakage
S52215,V18699,2022-02-27,Battery,1082,Malfunction
S52216,V13074,2022-04-20,Battery,1839,Overheating
S52217,V11444,2022-10-06,Battery,2890,Wear & Tear
S52218,V12541,2022-11-05,Engine,11871,Leakage
S52219,V13283,2022-12-16,Engine,1778,Leakage
S52220,V12390,2022-03-17,Brake Pad,6983,Wear & Tear
S52221,V18875,2024-05-27,AC,9786,Leakage
S52222,V11795,2023-04-05,Suspension,7622,Malfunction
S52223,V14911,2023-04-21,Battery,7854,Discharge
S52224,V16615,2023-07-22,Suspension,12721,Overheating
S52225,V16580,2024-05-24,,7854,Overheating
S52226,V17945,2022-09-08,Battery,7219,Overheating
S52227,V18234,2022-05-29,Engine,11455,Discharge
S52228,V18223,2022-03-30,Suspension,6468,Malfunction
S52229,V12461,2022-11-29,Transmission,4423,Malfunction
S52230,V11723,2023-06-21,Transmission,5906,Discharge
S52231,V16762,2022-03-06,Suspension,4608,Discharge
S52232,V16904,2024-09-26,Engine,13645,Leakage
S52233,V16983,2023-01-14,Engine,10885,Discharge
S52234,V17043,2022-09-28,Battery,7800,Malfunction
S52235,V16793,2022-12-13,Engine,7702,Wear & Tear
S52236,V17278,2023-03-04,AC,8415,Discharge
S52237,V13846,2022-03-23,AC,7028,Wear & Tear
S52238,V15249,2022-12-31,Suspension,11378,Overheating
S52239,V17243,2023-07-15,Battery,7867,Wear & Tear
S52240,V18035,2022-04-07,Engine,10807,Discharge
S52241,V17637,2023-11-13,Transmission,11266,Discharge
S52242,V15350,2022-11-12,Engine,10709,Discharge
S52243,V17988,2023-06-06,AC,6268,Discharge
S52244,V15159,2022-02-20,Engine,1791,Malfunction
S52245,V19837,2024-04-27,Transmission,7438,Wear & Tear
S52246,V16774,2024-09-26,Suspension,4993,Wear & Tear
S52247,V19781,2022-11-01,Brake Pad,7353,Overheating
S52248,V12261,2024-08-16,AC,8324,Wear & Tear
S52249,V18409,2024-02-09,Engine,4358,Overheating
S52250,V13104,2024-09-10,Suspension,1569,Overheating
S52251,V14593,2024-07-10,Transmission,11098,Overheating
S52252,V16169,2022-10-21,AC,8733,Leakage
S52253,V14843,2024-03-27,AC,4845,Wear & Tear
S52254,V13252,2023-09-24,Suspension,2478,Wear & Tear
S52255,V17644,2023-01-20,Brake Pad,8072,Malfunction
S52256,V10475,2022-07-06,Brake Pad,2248,Discharge
S52257,V16395,2023-10-29,Transmission,14611,Discharge
S52258,V11484,2022-07-15,Suspension,1971,Overheating
S52259,V13841,2023-08-18,Battery,14663,Malfunction
S52260,V10288,2022-02-06,AC,7974,Wear & Tear
S52261,V10188,2022-11-24,AC,13160,Leakage
S52262,V12239,2023-01-26,Suspension,14484,Leakage
S52263,V10666,2023-03-26,AC,5485,Malfunction
S52264,V13792,2022-02-09,Brake Pad,13613,Wear & Tear
S52265,V11777,2022-09-19,Transmission,6638,Wear & Tear
S52266,V11946,2022-12-14,Brake Pad,11987,Discharge
S52267,V19207,2022-11-11,Brake Pad,5508,Wear & Tear
S52268,V19273,2023-08-10,Transmission,1947,Malfunction
S52269,V14785,2023-06-16,Transmission,2373,Malfunction
S52270,V16627,2023-07-29,Battery,4489,Malfunction
S52271,V10888,2022-07-12,Transmission,9514,Leakage
S52272,V13670,2022-03-24,Engine,1746,Overheating
S52273,V14222,2024-08-13,AC,12346,Leakage
S52274,V18561,2022-06-05,Brake Pad,5615,Malfunction
S52275,V13120,2023-05-03,Engine,3345,Malfunction
S52276,V18164,2024-02-03,Battery,2213,Discharge
S52277,V12181,2023-01-22,Transmission,-478,Malfunction
S52278,V13678,2023-05-05,Brake Pad,14170,Malfunction
S52279,V13894,2024-03-09,Suspension,8845,Leakage
S52280,V12520,2024-08-29,Battery,7473,Leakage
S52281,V16287,2022-06-02,Transmission,7712,Overheating
S52282,V18298,2023-09-21,AC,7731,Overheating
S52283,V11096,2022-05-05,Brake Pad,4892,Wear & Tear
S52284,V18476,2022-03-17,Brake Pad,6858,Malfunction
S52285,V14790,2024-04-18,Engine,14423,Malfunction
S52286,V18939,2023-01-24,Transmission,9853,Overheating
S52287,V19128,2024-06-17,Transmission,9191,Overheating
S52288,V19296,2022-05-02,Transmission,14829,Leakage
S52289,V16163,2022-06-03,Battery,2407,Overheating
S52290,V14568,2024-02-15,Suspension,7240,Wear & Tear
S52291,V18458,2023-01-16,Engine,14352,Discharge
S52292,V18000,2022-01-01,AC,-507,Overheating
S52293,V11704,2024-05-09,Engine,7258,Leakage
S52294,V13624,2023-08-31,AC,6705,Overheating
S52295,V16082,2023-01-01,AC,3488,Wear & Tear
S52296,V15842,2023-07-01,AC,2906,Leakage
S52297,V13652,2024-01-12,AC,5729,Malfunction
S52298,V16209,2022-04-24,Engine,13510,Discharge
S52299,V11241,2024-06-16,AC,11092,Leakage
S52300,V13947,2023-04-29,Engine,4053,Discharge
S52301,V10741,2023-07-02,Engine,6279,Overheating
S52302,V13777,2023-07-15,AC,13554,Leakage
S52303,V13288,2023-09-25,Transmission,12264,Discharge
S52304,V17558,2022-04-17,Battery,3912,Malfunction
S52305,V15010,2024-07-17,Engine,13959,Malfunction
S52306,V16293,2022-02-07,Engine,13445,Malfunction
S52307,V10975,2022-06-28,AC,6834,Discharge
S52308,V11252,2023-12-04,Suspension,8909,Malfunction
S52309,V15623,2022-10-09,Engine,1298,Wear & Tear
S52310,V11242,2023-11-09,Suspension,11655,Wear & Tear
S52311,V15775,2022-12-17,Suspension,7262,Malfunction
S52312,V14273,2023-02-13,Battery,9920,Discharge
S52313,V18837,2024-06-11,Engine,10897,Malfunction
S52314,V16712,2023-09-26,AC,10390,Leakage
S52315,V12996,2024-01-20,Battery,13316,Malfunction
S52316,V16890,2022-04-06,Battery,7485,Discharge
S52317,V17286,2024-07-27,Battery,4683,Overheating
S52318,V10461,2024-02-27,,1045,Leakage
S52319,V12188,2022-04-22,Transmission,6301,Malfunction
S52320,V11006,2023-12-30,Battery,10386,Discharge
S52321,V19465,2022-10-06,AC,1028,Malfunction
S52322,V15475,2022-03-21,Transmission,3985,Malfunction
S52323,V14675,2023-12-31,Transmission,6692,Wear & Tear
S52324,V16089,2023-11-02,Suspension,4787,Wear & Tear
S52325,V17233,2022-06-27,Engine,11392,Overheating
S52326,V17740,2022-02-17,AC,2195,Discharge
S52327,V16237,2022-11-10,Engine,7088,Malfunction
S52328,V13566,2024-03-03,Engine,6893,Overheating
S52329,V19640,2022-01-18,Brake Pad,6693,Malfunction
S52330,V18153,2022-05-04,Engine,9845,Malfunction
S52331,V15109,2023-08-31,AC,13167,Malfunction
S52332,V19571,2024-06-19,Engine,-126,Discharge
S52333,V14504,2023-01-09,Battery,8800,Overheating
S52334,V18346,2022-05-03,Engine,1819,Malfunction
S52335,V17216,2023-11-02,Suspension,3877,Wear & Tear
S52336,V17020,2022-05-01,Engine,12645,Leakage
S52337,V12786,2022-02-04,Engine,6675,Malfunction
S52338,V13552,2022-04-17,Battery,12501,Wear & Tear
S52339,V13221,2022-10-25,Suspension,1661,Malfunction
S52340,V14687,2023-11-03,Battery,12898,Discharge
S52341,V17173,2024-09-05,Brake Pad,11908,Overheating
S52342,V17257,2022-12-24,Engine,7255,Malfunction
S52343,V15131,2024-09-13,Engine,4354,Discharge
S52344,V16109,2023-09-22,Transmission,4515,Overheating
S52345,V18045,2023-08-12,Engine,3542,Overheating
S52346,V19336,2022-07-24,Suspension,7029,Overheating
S52347,V19927,2023-02-27,Battery,6321,Overheating
S52348,V16731,2023-05-25,Engine,9696,Malfunction
S52349,V14731,2024-04-02,Transmission,10016,Malfunction
S52350,V15066,2022-10-01,Engine,3217,Wear & Tear
S52351,V10919,2023-07-17,Battery,6972,Discharge
S52352,V15370,2023-10-12,AC,5894,Overheating
S52353,V14619,2022-04-07,Engine,6288,Discharge
S52354,V11030,2024-04-17,Suspension,6169,Wear & Tear
S52355,V15151,2022-11-04,Engine,4883,Malfunction
S52356,V15283,2022-12-13,Battery,14479,Malfunction
S52357,V12606,2024-08-29,Brake Pad,3925,Malfunction
S52358,V14583,2022-01-30,Brake Pad,6657,Leakage
S52359,V13983,2023-09-29,Battery,10866,Overheating
S52360,V18862,2022-01-06,AC,12794,Leakage
S52361,V13482,2022-04-01,Transmission,1545,Malfunction
S52362,V12747,2024-03-21,AC,4761,Malfunction
S52363,V16963,2023-08-07,Suspension,8614,Leakage
S52364,V19755,2024-01-01,Suspension,5087,Wear & Tear
S52365,V13741,2023-10-11,Transmission,12225,Discharge
S52366,V18687,2024-08-11,Battery,1994,Discharge
S52367,V10769,2022-10-13,Brake Pad,9993,Overheating
S52368,V11062,2024-03-15,Battery,6504,Leakage
S52369,V11550,2024-01-31,Battery,3950,Wear & Tear
S52370,V17115,2022-12-16,Suspension,10028,Wear & Tear
S52371,V13007,2023-04-18,Battery,7197,Wear & Tear
S52372,V18187,2024-08-06,Suspension,10812,Overheating
S52373,V11032,2022-02-23,Battery,3623,Wear & Tear
S52374,V13280,2023-06-04,AC,9919,Wear & Tear
S52375,V14319,2022-12-15,Engine,8294,Malfunction
S52376,V14931,2024-07-25,Engine,8400,Leakage
S52377,V10862,2023-09-20,Engine,6738,Malfunction
S52378,V10332,2022-01-02,AC,7791,Discharge
S52379,V13693,2023-01-27,Battery,7002,Overheating
S52380,V15762,2024-05-24,Suspension,5556,Wear & Tear
S52381,V18993,2023-07-06,Transmission,12310,Discharge
S52382,V15488,2022-01-09,Transmission,9715,Overheating
S52383,V14018,2024-07-28,Transmission,3102,Overheating
S52384,V19693,2022-01-31,AC,1770,Leakage
S52385,V17147,2023-01-08,Engine,6771,Malfunction
S52386,V11331,2023-11-17,Suspension,10034,Overheating
S52387,V15954,2022-11-06,Suspension,3271,Malfunction
S52388,V12519,2022-03-07,Engine,13095,Wear & Tear
S52389,V14724,2024-08-07,Battery,13465,Leakage
S52390,V15102,2023-12-12,Suspension,13804,Discharge
S52391,V14033,2024-02-19,Transmission,13213,Overheating
S52392,V13843,2023-07-23,Engine,13758,Discharge
S52393,V13953,2024-01-20,Engine,13766,Leakage
S52394,V14650,2023-11-14,AC,10239,Leakage
S52395,V13295,2024-03-26,Battery,12618,Malfunction
S52396,V16308,2023-04-20,AC,12973,Overheating
S52397,V12949,2024-02-04,AC,-1503,Overheating
S52398,V13455,2023-07-24,,12485,Discharge
S52399,V11324,2023-03-05,Brake Pad,13930,Leakage
S52400,V15696,2024-08-26,Brake Pad,4044,Malfunction
S52401,V15401,2024-05-30,Engine,1535,Discharge
S52402,V13443,2022-09-25,Suspension,9713,Malfunction
S52403,V10631,2024-01-12,Suspension,4417,Leakage
S52404,V18700,2023-09-24,Suspension,7108,Discharge
S52405,V19984,2022-02-28,Battery,14579,Leakage
S52406,V15575,2024-06-28,Battery,12742,Leakage
S52407,V15451,2022-04-16,Brake Pad,1894,Malfunction
S52408,V16988,2022-10-16,Brake Pad,10903,Malfunction
S52409,V17848,2022-06-27,Engine,9046,Leakage
S52410,V13018,2023-11-28,Suspension,4169,Discharge
S52411,V10624,2024-05-26,Transmission,12910,Discharge
S52412,V12092,2024-04-08,Brake Pad,5570,Overheating
S52413,V10289,2022-12-22,Suspension,7092,Leakage
S52414,V13999,2023-12-01,Suspension,4291,Malfunction
S52415,V12361,2022-07-23,Brake Pad,3388,Discharge
S52416,V10386,2024-01-02,Brake Pad,6687,Discharge
S52417,V17015,2023-04-30,Suspension,12391,Malfunction
S52418,V10981,2024-08-26,Transmission,4556,Malfunction
S52419,V18293,2023-12-27,Suspension,2977,Malfunction
S52420,V15016,2022-07-20,Brake Pad,13365,Overheating
S52421,V12973,2022-05-06,Battery,10065,Wear & Tear
S52422,V12367,2022-08-12,AC,9318,Malfunction
S52423,V12368,2022-04-16,Transmission,2651,Malfunction
S52424,V13762,2023-06-22,AC,3037,Leakage
S52425,V16080,2023-10-23,Transmission,7822,Discharge
S52426,V14310,2023-05-16,Battery,6991,Overheating
S52427,V19408,2023-08-06,Suspension,13397,Discharge
S52428,V13507,2022-10-18,Battery,12584,Malfunction
S52429,V18522,2022-02-04,AC,2173,Malfunction
S52430,V13637,2023-04-06,Suspension,14558,Wear & Tear
S52431,V13287,2024-08-27,Engine,14291,Overheating
S52432,V11932,2023-02-28,Brake Pad,12470,Discharge
S52433,V16811,2023-03-03,Battery,2033,Leakage
S52434,V14960,2023-03-02,Brake Pad,9771,Malfunction
S52435,V18310,2022-11-24,Engine,4768,Discharge
S52436,V15601,2024-02-17,AC,12496,Discharge
S52437,V16964,2023-02-13,Battery,6463,Malfunction
S52438,V19602,2023-03-21,Engine,8485,Leakage
S52439,V12201,2023-12-17,Engine,1179,Malfunction
S52440,V11509,2022-05-23,AC,1563,Wear & Tear
S52441,V18946,2022-07-18,Engine,5809,Wear & Tear
S52442,V11254,2023-03-09,Brake Pad,10563,Discharge
S52443,V18350,2024-06-16,Transmission,4771,Discharge
S52444,V11424,2022-09-18,Suspension,3634,Discharge
S52445,V13100,2024-01-13,Brake Pad,2951,Wear & Tear
S52446,V15100,2022-10-14,Suspension,11429,Discharge
S52447,V13453,2023-12-13,Brake Pad,14633,Overheating
S52448,V11385,2024-09-11,Suspension,12643,Malfunction
S52449,V18908,2023-08-29,Battery,13758,Overheating
S52450,V14255,2023-09-25,AC,2119,Wear & Tear
S52451,V19913,2023-11-18,Engine,7548,Overheating
S52452,V10090,2022-04-15,Engine,14653,Leakage
S52453,V14891,2023-03-24,Transmission,10210,Leakage
S52454,V15743,2023-01-22,Brake Pad,7517,Discharge
S52455,V13090,2023-06-28,Transmission,8783,Leakage
S52456,V14186,2024-03-18,Brake Pad,11118,Overheating
S52457,V12035,2022-11-09,,5545,Wear & Tear
S52458,V15164,2024-01-21,Brake Pad,12344,Discharge
S52459,V13548,2023-10-11,Transmission,6801,Overheating
S52460,V11594,2023-07-04,Battery,11116,Malfunction
S52461,V17913,2024-03-02,Battery,5659,Discharge
S52462,V16677,2023-02-21,Suspension,8986,Overheating
S52463,V19811,2023-11-03,AC,13824,Discharge
S52464,V10322,2023-07-14,Transmission,6533,Malfunction
S52465,V17363,2022-05-25,Transmission,3423,Overheating
S52466,V17931,2023-02-04,Brake Pad,3471,Discharge
S52467,V15464,2023-12-24,AC,2400,Overheating
S52468,V12194,2023-01-08,Battery,8774,Leakage
S52469,V13982,2023-01-20,Brake Pad,12788,Overheating
S52470,V10768,2023-01-21,Battery,11285,Wear & Tear
S52471,V15138,2023-06-23,Suspension,5227,Overheating
S52472,V17034,2022-01-02,Engine,12110,Discharge
S52473,V16416,2024-09-10,Engine,1472,Malfunction
S52474,V10305,2024-09-02,Battery,2024,Leakage
S52475,V16942,2022-11-25,AC,12057,Malfunction
S52476,V17445,2023-08-09,Brake Pad,11703,Wear & Tear
S52477,V11957,2024-04-18,Brake Pad,12507,Wear & Tear
S52478,V16815,2024-04-27,Battery,4956,Leakage
S52479,V12369,2024-06-08,Brake Pad,8599,Overheating
S52480,V19063,2023-07-21,AC,2648,Leakage
S52481,V17959,2022-09-18,Suspension,9042,Leakage
S52482,V11201,2023-11-23,Transmission,8639,Wear & Tear
S52483,V15618,2024-03-18,Engine,11080,Leakage
S52484,V16543,2024-08-04,Brake Pad,12359,Overheating
S52485,V14636,2022-12-28,Engine,2960,Malfunction
S52486,V15178,2023-11-12,Battery,13270,Malfunction
S52487,V10518,2024-04-25,Battery,4489,Leakage
S52488,V18383,2022-04-12,Engine,6853,Malfunction
S52489,V10640,2024-06-04,Battery,7846,Wear & Tear
S52490,V18120,2023-04-16,AC,2448,Leakage
S52491,V18022,2022-03-31,Transmission,10094,Leakage
S52492,V18108,2024-07-12,Engine,7769,Leakage
S52493,V13651,2023-11-02,AC,12368,Overheating
S52494,V10410,2022-07-15,Engine,3763,Malfunction
S52495,V15488,2024-08-19,AC,3341,Overheating
S52496,V10432,2023-03-10,Transmission,-1189,Leakage
S52497,V13792,2023-12-31,Suspension,14027,Overheating
S52498,V12752,2022-05-01,Suspension,6957,Malfunction
S52499,V19469,2023-02-02,Brake Pad,7204,Leakage
S52500,V18026,2023-10-01,Suspension,2337,Discharge
S52501,V10939,2024-02-15,Suspension,1095,Leakage
S52502,V15438,2024-02-25,Brake Pad,2740,Wear & Tear
S52503,V18144,2023-06-26,Suspension,8725,Discharge
S52504,V10080,2024-07-03,Engine,9556,Wear & Tear
S52505,V17972,2023-01-10,Suspension,11825,Wear & Tear
S52506,V18220,2022-05-25,,2325,Malfunction
S52507,V16941,2022-03-02,Brake Pad,2256,Leakage
S52508,V10281,2023-08-21,Engine,9147,Wear & Tear
S52509,V18638,2022-10-31,AC,7006,Leakage
S52510,V11376,2022-05-26,Battery,12836,Malfunction
S52511,V17915,2023-05-31,Suspension,14250,Discharge
S52512,V16991,2023-04-20,Suspension,6166,Leakage
S52513,V13044,2023-12-12,Battery,10270,Malfunction
S52514,V13397,2023-12-11,Engine,2339,Discharge
S52515,V14146,2022-11-01,Suspension,9085,Wear & Tear
S52516,V13368,2024-02-24,AC,6164,Discharge
S52517,V13849,2022-04-19,Battery,14819,Overheating
S52518,V16968,2023-12-10,Transmission,12124,Discharge
S52519,V19751,2024-04-11,AC,8757,Wear & Tear
S52520,V19032,2022-03-10,Suspension,11630,Malfunction
S52521,V16655,2023-06-19,Brake Pad,10256,Wear & Tear
S52522,V13201,2022-07-04,Suspension,11984,Malfunction
S52523,V11162,2023-01-04,Battery,9376,Malfunction
S52524,V15866,2023-12-05,Suspension,3243,Overheating
S52525,V15309,2023-12-09,Engine,4780,Overheating
S52526,V19490,2023-12-23,Suspension,1736,Discharge
S52527,V15786,2022-04-03,Engine,7432,Discharge
S52528,V18399,2022-07-26,Brake Pad,9525,Wear & Tear
S52529,V11073,2022-01-08,Engine,2195,Malfunction
S52530,V13887,2023-01-03,AC,9982,Leakage
S52531,V15431,2022-08-27,Transmission,9733,Wear & Tear
S52532,V17978,2023-01-07,AC,10244,Discharge
S52533,V11833,2022-04-20,Suspension,10065,Overheating
S52534,V15442,2024-04-22,Suspension,13461,Discharge
S52535,V12792,2022-01-14,Transmission,12196,Wear & Tear
S52536,V10989,2022-11-15,AC,1500,Malfunction
S52537,V12192,2022-03-28,AC,5359,Leakage
S52538,V14030,2022-01-10,Transmission,12498,Leakage
S52539,V10058,2023-07-10,Transmission,8479,Wear & Tear
S52540,V14147,2023-04-18,Engine,-434,Discharge
S52541,V12581,2023-07-16,AC,7303,Leakage
S52542,V17827,2024-03-30,Battery,4043,Wear & Tear
S52543,V15193,2022-09-27,Battery,5629,Wear & Tear
S52544,V14841,2022-09-29,Engine,5728,Wear & Tear
S52545,V14471,2024-02-09,Brake Pad,2295,Leakage
